timestamp,open,high,low,close,volume
2019-05-14,281.9900,285.1000,281.8500,283.4000,77003200
2019-05-13,282.4200,283.4900,279.9300,280.8600,127290500
2019-05-10,285.6200,288.9400,282.3000,288.1000,112429300
2019-05-09,285.2300,287.3300,283.3000,286.6600,103471100
2019-05-08,287.5300,289.4300,286.8700,287.5300,91568300
2019-05-07,290.1500,290.8100,285.8100,287.9300,144729900
2019-05-06,289.2500,293.3100,288.9000,292.8200,107198100
2019-05-03,292.8200,294.3400,291.3000,294.0300,56543700
2019-05-02,291.6800,292.7000,289.5200,291.1800,65030200
2019-05-01,294.7200,294.9500,291.8000,291.8100,71671900
2019-04-30,293.4900,294.3400,291.9200,294.0200,81111700
2019-04-29,293.5100,294.4500,293.4100,293.8700,57197700
2019-04-26,292.1000,293.4900,291.2400,293.4100,50916400
2019-04-25,292.1200,292.7800,290.7300,292.0500,57770900
2019-04-24,292.7900,293.1600,292.0700,292.2300,50392900
2019-04-23,290.6800,293.1400,290.4200,292.8800,52246600
2019-04-22,289.1700,290.4400,289.0700,290.2700,40160100
2019-04-18,290.1000,290.3200,288.6600,290.0200,68708500
2019-04-17,291.4000,291.4300,288.9900,289.4500,58268300
2019-04-16,290.9500,291.0100,289.5000,290.1600,52153200
2019-04-15,290.2400,290.3500,289.0800,289.9700,49596700
2019-04-12,290.0000,290.4700,288.2600,290.1600,69727800
2019-04-11,288.8300,288.8400,287.5800,288.2100,55093100
2019-04-10,287.7700,288.3900,287.3100,288.2900,52601500
2019-04-09,287.7200,288.0800,286.7000,287.3100,66142300
2019-04-08,288.1000,288.9100,287.3700,288.7900,53566300
2019-04-05,287.9200,288.6300,287.6000,288.5700,58621700
2019-04-04,286.7800,287.4600,286.0100,287.1800,48997500
2019-04-03,287.3200,287.7600,285.7500,286.4200,68243200
2019-04-02,286.0400,286.2300,285.0900,285.9700,40070400
2019-04-01,284.7000,286.1600,284.4000,285.8300,77617900
2019-03-29,282.3900,282.8400,281.1400,282.4800,82186800
2019-03-28,280.3500,281.2100,279.0700,280.7100,56238500
2019-03-27,281.1100,281.7600,277.9300,279.6500,72224700
2019-03-26,280.9900,282.1800,279.5600,281.1200,68125900
2019-03-25,278.8700,280.1900,277.6400,279.0400,85575200
2019-03-22,283.2200,283.8000,279.1800,279.2500,122659300
